格调绮园 || 11.2平米 || 1830元/月
元兴新里 || 70平米 || 2800元/月
滨河家园 || 145.65平米 || 3500元/月
时代奥城 || 93平米 || 5500元/月
仁恒滨河湾 || 86平米 || 2300元/月
吉星北里 || 37.62平米 || 1700元/月
乐山里 || 58平米 || 2000元/月
联发欣悦学府 || 112平米 || 2500元/月
中粮大道 || 69.22平米 || 4000元/月
麦迪逊 || 102.78平米 || 5000元/月
雅润嘉园 || 82平米 || 2600元/月
远洋新干线 || 135.47平米 || 4000元/月
横江里 || 26.18平米 || 1700元/月
庆华里 || 70.27平米 || 2700元/月
东惠家园 || 46.64平米 || 1600元/月
凤园北里 || 58.9平米 || 7000元/月
天津湾海景文苑 || 142.64平米 || 5300元/月
融创中心实泽园 || 97.22平米 || 5300元/月
华宁北里 || 91.57平米 || 2700元/月
远洋新干线 || 133.12平米 || 5000元/月
中海城市广场 || 202.98平米 || 16500元/月
景兴里 || 60平米 || 2600元/月
金色阳光花园 || 133平米 || 3400元/月
鸿泰公寓 || 160.38平米 || 4500元/月
仁恒滨河湾 || 85.25平米 || 2200元/月
卡梅尔天淳园 || 171.38平米 || 6000元/月
森淼公寓 || 203.59平米 || 9500元/月
假日风景花园 || 143平米 || 3900元/月
天众园 || 92.85平米 || 1800元/月
沽上江南 || 258平米 || 4000元/月
蓬莱新里 || 38.91平米 || 2000元/月
环卫楼 || 43平米 || 1500元/月
北斗花园 || 134平米 || 5500元/月
如意大厦 || 71平米 || 3600元/月
佳平里 || 67平米 || 2000元/月
盈润园 || 79.87平米 || 2900元/月
锦绣园(河北区) || 108.5平米 || 3400元/月
天香水畔花园 || 117.56平米 || 5100元/月
丰乐里 || 60平米 || 2100元/月
华庆里 || 65平米 || 1850元/月
贻锦台 || 95平米 || 2500元/月
川北里 || 73.94平米 || 2700元/月
佳园南里 || 58.55平米 || 1800元/月
首创悦山郡 || 97平米 || 600元/月
林古里 || 25平米 || 1700元/月
国风星苑 || 57.66平米 || 2100元/月
君临大厦 || 81.33平米 || 2800元/月
信昌大楼 || 62.73平米 || 3000元/月
汇贤南里 || 82.79平米 || 2500元/月
金环里 || 45.4平米 || 2000元/月
滨河庭苑 || 87平米 || 2500元/月
长寿公寓 || 138.83平米 || 5800元/月
秋实园 || 75.41平米 || 2500元/月
凌奥盛世公寓 || 87.17平米 || 2500元/月
滨悦花园 || 85平米 || 2100元/月
万科水晶城维漫园 || 104平米 || 4000元/月
中兴泊仕湾 || 79.79平米 || 3300元/月
幸福北里 || 38.19平米 || 2200元/月
紫云园 || 120平米 || 3800元/月
三义大厦 || 57.13平米 || 2400元/月
千吉花园 || 116平米 || 4500元/月
昆璞里 || 42平米 || 1600元/月
馨苑小区 || 103.56平米 || 2400元/月
富达里 || 47.87平米 || 1500元/月
盈江西里 || 74.81平米 || 2600元/月
元谷花园 || 143.21平米 || 3500元/月
金谷园 || 56平米 || 2100元/月
奥城公寓 || 47平米 || 5000元/月
首创城 || 132.14平米 || 1000元/月
龙海公寓 || 61平米 || 2400元/月
城市之星大厦 || 38.72平米 || 1800元/月
玉水园 || 93.85平米 || 3000元/月
侯台花园 || 38平米 || 1700元/月
阳光壹佰东园 || 138平米 || 3800元/月
耀远里 || 40平米 || 1900元/月
万和里 || 41.3平米 || 1700元/月
昌宁南里 || 40平米 || 1550元/月
恒大绿洲馨园 || 144平米 || 2500元/月
融创中心实泽园 || 144平米 || 4500元/月
华江里 || 48.35平米 || 1450元/月
罗兰花园 || 162平米 || 6000元/月
金谷园 || 136平米 || 3500元/月
芳云园 || 91平米 || 2500元/月
大唐印象 || 85平米 || 1600元/月
天江格调兰庭 || 162.93平米 || 6500元/月
孚泰公寓 || 70平米 || 2500元/月
湯臣津湾一品 || 344.24平米 || 35000元/月
凤园南里 || 40.87平米 || 1700元/月
福山里 || 33.37平米 || 1400元/月
乘云里 || 34平米 || 1600元/月
纪发公寓 || 116.32平米 || 3800元/月
林苑北里 || 57.84平米 || 2300元/月
红磡领世郡常春藤 || 125平米 || 3000元/月
天房天拖 || 102平米 || 3300元/月
忠信里 || 50平米 || 2800元/月
江门里 || 79.52平米 || 3200元/月
先进里 || 52平米 || 1800元/月
海河大观 || 212.26平米 || 8500元/月
前程里(河西区) || 60平米 || 2100元/月
流霞里 || 74.39平米 || 2000元/月
广林园 || 95平米 || 3600元/月
宫前东园 || 99平米 || 3000元/月
新安花园 || 99.74平米 || 4500元/月
正义里 || 38.41平米 || 1200元/月
社会山南苑 || 187平米 || 4500元/月
万科四季花城 || 89.7平米 || 2700元/月
德恩里 || 104.95平米 || 3800元/月
美韵家园 || 131平米 || 5000元/月
博雅轩人才公寓 || 110平米 || 4300元/月
大通时尚花园 || 132平米 || 3800元/月
云汉楼 || 36.6平米 || 1700元/月
绿岛家园 || 118平米 || 2600元/月
市政里 || 61.1平米 || 2800元/月
纽约公寓 || 111.14平米 || 4000元/月
隆鹏园 || 64平米 || 4500元/月
天房美棠 || 97平米 || 3300元/月
湖北路 || 107.76平米 || 6000元/月
气象南里 || 45.57平米 || 1400元/月
瑞湾国际 || 82.31平米 || 2700元/月
泰达时代 || 140平米 || 4500元/月
招商钻石山 || 127.89平米 || 7500元/月
盛海公寓 || 79.89平米 || 3200元/月
华城景苑盛和嘉园 || 70.28平米 || 1500元/月
阳光壹佰西园 || 126平米 || 3500元/月
风光里 || 40平米 || 1500元/月
凤玉里 || 49.6平米 || 2600元/月
中海城市广场 || 98平米 || 6000元/月
方正龙天园 || 84.69平米 || 2400元/月
贝肯山 || 124平米 || 6800元/月
海逸长洲瀚景园 || 174平米 || 6800元/月
揽城苑 || 90.8平米 || 2200元/月
景兴西里 || 55平米 || 2300元/月
兴河里 || 66.07平米 || 2600元/月
涪江北里 || 40平米 || 1550元/月
海河大观 || 84.07平米 || 4000元/月
林锦花园东区 || 88平米 || 1700元/月
凌研里 || 68平米 || 2500元/月
林古里 || 25.72平米 || 1650元/月
前程里(河西区) || 37.79平米 || 2800元/月
盈润园 || 66.13平米 || 2800元/月
旭水蓝轩 || 96.47平米 || 2100元/月
通鑫园 || 98平米 || 2400元/月
城市名居 || 64.58平米 || 1600元/月
怀远里 || 35.81平米 || 2100元/月
福盛花园 || 120平米 || 4700元/月
淮兴园 || 102平米 || 2600元/月
科园公寓 || 45.71平米 || 1500元/月
金泰新村 || 52.2平米 || 1800元/月
五一阳光皓日园 || 44.36平米 || 2600元/月
天津雅颂居 || 110.06平米 || 8000元/月
寿园里 || 45平米 || 1800元/月
湯臣津湾一品 || 174平米 || 15000元/月
龙亭家园 || 164.56平米 || 7500元/月
芥园里 || 30.85平米 || 1500元/月
健生里 || 55平米 || 3800元/月
森淼公寓 || 236.02平米 || 13000元/月
雅江里 || 60.32平米 || 2300元/月
星河花园 || 114.07平米 || 3800元/月
海景雅苑 || 93平米 || 3900元/月
津塘公寓 || 65平米 || 2500元/月
东风里(塘沽区) || 39.9平米 || 1150元/月
海河大观 || 52.14平米 || 2700元/月
育贤里 || 82.63平米 || 2500元/月
宽福里 || 27.3平米 || 1300元/月
临渭佳园 || 53.71平米 || 2200元/月
和瑞园 || 70平米 || 2500元/月
晋宁北里 || 18.52平米 || 1200元/月
紫光苑 || 64.54平米 || 2900元/月
花港里 || 33平米 || 2000元/月
紫罗园 || 112平米 || 2500元/月
盈江东里 || 33.33平米 || 1800元/月
欢颜里(北辰区) || 60平米 || 1300元/月
波莹公寓 || 78平米 || 2700元/月
昆云里 || 38平米 || 1800元/月
鹤园南里 || 40.03平米 || 1800元/月
鼎发家园 || 103.36平米 || 2500元/月
寿园里 || 43.03平米 || 1800元/月
奥林匹克村 || 126.24平米 || 8500元/月
德望里 || 46平米 || 1600元/月
先进里 || 34.26平米 || 1500元/月
文静里 || 44.6平米 || 2000元/月
祥和里 || 35平米 || 1600元/月
晨光楼 || 25.66平米 || 1700元/月
吉安里 || 65.92平米 || 2500元/月
美华大厦 || 210平米 || 10000元/月
环湖西里 || 52平米 || 2400元/月
山海天家园 || 193平米 || 10000元/月
盛华园 || 83.2平米 || 2800元/月
邮电公寓 || 68平米 || 3100元/月
盛华园 || 89.42平米 || 3400元/月
庆荣里 || 37平米 || 2200元/月
清枫园 || 90平米 || 2500元/月
航天北里 || 48.01平米 || 2200元/月
益华里 || 140平米 || 1200元/月
海华里 || 34平米 || 1700元/月
凤城楼 || 53平米 || 2300元/月
水木天成碧杉园 || 103.93平米 || 3000元/月
懿德园 || 98.67平米 || 3600元/月
香颂园 || 68平米 || 1600元/月
远洋心里 || 90平米 || 2500元/月
科馨别墅 || 485.61平米 || 35000元/月
金泉里 || 79平米 || 3000元/月
金云里 || 96.69平米 || 3500元/月
乐达里 || 92平米 || 2000元/月
安居原尚园 || 91.48平米 || 800元/月
西园西里 || 80平米 || 6500元/月
春和仁居 || 97平米 || 3500元/月
瑞顺里 || 87.05平米 || 2000元/月
珠江里(河西区) || 55平米 || 1700元/月
阳光新干线 || 136.53平米 || 5600元/月
三义大厦 || 55.72平米 || 2100元/月
蓉芳里 || 46.03平米 || 2400元/月
金融街融御-融景华庭 || 97.67平米 || 6800元/月
崇仁里 || 58平米 || 2800元/月
融科瀚棠 || 92平米 || 6000元/月
荣鑫园 || 73平米 || 2500元/月
玉山里 || 40平米 || 1400元/月
卓越浅水湾 || 27.6平米 || 3600元/月
恩德西里 || 35平米 || 1400元/月
花溪苑 || 89.99平米 || 2200元/月
前程里(河西区) || 32.88平米 || 1800元/月
阳光太阳城 || 157.58平米 || 3000元/月
复地温莎堡红庭 || 318平米 || 18000元/月
庆有东里 || 34.59平米 || 2500元/月
瑞金里 || 30平米 || 1400元/月
中海城市广场 || 72平米 || 4000元/月
保利大都会天汇尚苑 || 198平米 || 12000元/月
双街新家园 || 98平米 || 2500元/月
新城小区 || 36.22平米 || 1400元/月
滨海智谛山 || 76.24平米 || 2300元/月
阅湖苑 || 90.55平米 || 1700元/月
康馨里 || 87平米 || 3200元/月
万科双子座 || 105平米 || 5000元/月
勤俭道 || 57.37平米 || 1100元/月
照耀里 || 39平米 || 1800元/月
服务楼 || 34.9平米 || 2000元/月
河北路(和平区) || 37.44平米 || 2100元/月
翔鹤园 || 128平米 || 2800元/月
晓星园 || 109平米 || 4300元/月
溪清苑 || 190平米 || 6000元/月
环卫楼 || 32平米 || 1600元/月
九州国际 || 88.98平米 || 4800元/月
中宜里 || 40平米 || 1500元/月
华都大厦 || 183平米 || 20000元/月
华都大厦 || 258.48平米 || 20000元/月
通达尚城 || 139平米 || 5500元/月
天津全运村 || 113.36平米 || 4000元/月
春华里 || 43平米 || 1600元/月
奥城公寓 || 34.09平米 || 2500元/月
海逸长洲瀚景园 || 91.64平米 || 3800元/月
贻信园 || 98.75平米 || 2500元/月
崇安里 || 40平米 || 1400元/月
金冠里 || 80平米 || 2600元/月
静墅里 || 40平米 || 1700元/月
大通时尚花园 || 107平米 || 3500元/月
恒盛SOHO || 47平米 || 2550元/月
春梅巷小区 || 94平米 || 1000元/月
华亭国际 || 114.24平米 || 3100元/月
向荣里 || 39平米 || 1600元/月
水上公寓 || 100平米 || 3500元/月
蝶桥公寓 || 66平米 || 2700元/月
源德里 || 39.12平米 || 1800元/月
富力津门湖江湾广场 || 134平米 || 5000元/月
蓝山花园东区 || 84平米 || 2000元/月
福熙园 || 108平米 || 3400元/月
朗钜维尔蓝堤花园 || 85平米 || 1600元/月
远洋万和城 || 40平米 || 2200元/月
迎水东里 || 63.83平米 || 2100元/月
正康里 || 66平米 || 1500元/月
惠众家园 || 69平米 || 1200元/月
云栖里 || 23.51平米 || 2000元/月
社会山Bigparty || 92平米 || 2200元/月
贺福里 || 62.54平米 || 2300元/月
怀远里 || 33.48平米 || 2100元/月
井田公寓 || 91平米 || 1900元/月
新梅江锦秀里 || 92.06平米 || 3500元/月
瑞盈园 || 89.39平米 || 2400元/月
大通时尚花园 || 91平米 || 3400元/月
奥城公寓 || 37.7平米 || 2200元/月
汇贤里 || 54平米 || 1500元/月
星缘东轩 || 108平米 || 3500元/月
蝶桥公寓 || 45.34平米 || 1900元/月
天荣公寓 || 150.76平米 || 6000元/月
涪江南里 || 33.79平米 || 1350元/月
利海家园 || 118平米 || 3500元/月
恩德西里 || 35.17平米 || 1700元/月
天津东方环球影城 || 76.32平米 || 2300元/月
格调竹境 || 107.67平米 || 3000元/月
瑞通里 || 81平米 || 2500元/月
华宁南里 || 75.92平米 || 2600元/月
富贵嘉园 || 90.88平米 || 2700元/月
海逸长洲瀚景园 || 69.89平米 || 3200元/月
瑞竹大厦 || 43.15平米 || 4800元/月
荣翔园 || 85平米 || 1800元/月
贻成大厦 || 125平米 || 3300元/月
兴盛里 || 44.47平米 || 2100元/月
大地十二城枫桥园 || 100.2平米 || 2300元/月
中海城市广场 || 72平米 || 4100元/月
诚基经贸中心 || 68平米 || 5000元/月
天华里 || 76.17平米 || 2700元/月
中海城市广场 || 100平米 || 7000元/月
朗庭园 || 90.75平米 || 2800元/月
怀远里 || 55平米 || 2400元/月
恩德西里 || 55.94平米 || 1800元/月
盛世嘉园 || 137平米 || 3700元/月
涪江南里 || 60.67平米 || 1800元/月
光华巷 || 64平米 || 4000元/月
新城小区 || 59.6平米 || 2800元/月
万隆中心大厦 || 100平米 || 3800元/月
海景雅苑 || 138.78平米 || 10000元/月
来福北里 || 58平米 || 2600元/月
华章里 || 63.5平米 || 3200元/月
第六大道陆典庭园 || 84.72平米 || 2000元/月
幸福家园（塘沽） || 120.45平米 || 3500元/月
金碧园 || 108.65平米 || 3800元/月
第六田园优仕庭园 || 127.22平米 || 5000元/月
花溪苑 || 65.5平米 || 2200元/月
台北路 || 18.7平米 || 1200元/月
弘轩公寓 || 110平米 || 3200元/月
蔚蓝轩 || 47平米 || 2800元/月
科艺里 || 42.54平米 || 1800元/月
红勤楼 || 22平米 || 1300元/月
碧华里 || 119.26平米 || 1300元/月
瑞泽园 || 128.21平米 || 3200元/月
锋泛国际 || 79.36平米 || 3000元/月
福建大厦 || 158.39平米 || 10000元/月
艺苑里 || 43.11平米 || 1400元/月
北辛庄大楼 || 41.47平米 || 1500元/月
金侨新梅江壹号 || 85平米 || 3300元/月
新城小区 || 41平米 || 1900元/月
滨海智谛山 || 92平米 || 2400元/月
天房天拖 || 92平米 || 4000元/月
华城庭苑 || 77.84平米 || 2000元/月
云广新里 || 44.72平米 || 1900元/月
直沽园 || 130平米 || 4500元/月
嘉誉新城 || 91平米 || 4000元/月
城市之星大厦 || 117平米 || 3200元/月
富力桃园天富园 || 89.56平米 || 2200元/月
保利金融街诺丁山 || 82.6平米 || 1000元/月
宁发阳光公寓 || 167平米 || 6200元/月
万通新城国际 || 63.75平米 || 2800元/月
族谊里 || 43.66平米 || 1600元/月
中海城市广场 || 73平米 || 5500元/月
济津楼 || 32.57平米 || 1400元/月
雅致里 || 59.45平米 || 2100元/月
时代奥城 || 140平米 || 8000元/月
宝翠花都探景园 || 89.3平米 || 2600元/月
民安里 || 57平米 || 2000元/月
海华里 || 64平米 || 2600元/月
玉泉里 || 48.14平米 || 2000元/月
子牙里 || 42平米 || 1500元/月
瑞湾国际 || 69.54平米 || 2500元/月
民畅园 || 61.19平米 || 2200元/月
瑞湾国际 || 69.54平米 || 2500元/月
瑞湾国际 || 69.54平米 || 2500元/月
尚东馨园 || 94平米 || 3400元/月
航宇公寓 || 105平米 || 4200元/月
华夏津典畅水园 || 110.46平米 || 4200元/月
翠山楼 || 64.56平米 || 1400元/月
秀芳里 || 60.94平米 || 1900元/月
飞云里 || 109平米 || 3300元/月
海河大观 || 74平米 || 3700元/月
金融街融汇 || 72平米 || 2800元/月
海汇名邸 || 65.75平米 || 4250元/月
惠安里 || 63平米 || 1600元/月
龙川里 || 52.97平米 || 1700元/月
连心里 || 35.82平米 || 1600元/月
宾水里 || 20平米 || 1500元/月
广厦南里西区 || 85.07平米 || 1300元/月
咸阳南里 || 53.16平米 || 2300元/月
金茂广场 || 58.89平米 || 2900元/月
丁字沽七段 || 43平米 || 1400元/月
康达尚郡 || 40.72平米 || 2200元/月
翰雅园 || 140.62平米 || 4200元/月
级升里 || 34.17平米 || 2100元/月
盈江东里 || 35.35平米 || 2300元/月
华亭公寓 || 67平米 || 2500元/月
中粮大道 || 69.42平米 || 4500元/月
盈润园 || 80平米 || 2500元/月
林苑西里 || 58.28平米 || 2300元/月
阳光星期八昕旺北苑 || 97.66平米 || 3300元/月
嘉畅园 || 76.28平米 || 2300元/月
文江里 || 38.6平米 || 1400元/月
阳光壹佰北园 || 86.95平米 || 3200元/月
普润家园 || 47.43平米 || 1000元/月
华亭公寓 || 123平米 || 2900元/月
首创悦山郡 || 96平米 || 2200元/月
泰达新天地 || 165平米 || 6500元/月
中骏柏景湾 || 94.9平米 || 1500元/月
德庆里 || 31.14平米 || 1900元/月
中海学府公馆 || 53平米 || 2500元/月
中山门东里 || 65平米 || 2200元/月
海河大观 || 68.05平米 || 3200元/月
云锦世家观锦园 || 133平米 || 1300元/月
临池里 || 60.9平米 || 1900元/月
假日风景花园 || 163.1平米 || 4600元/月
罗兰花园 || 208平米 || 10000元/月
西楼北里 || 38平米 || 1800元/月
宜鹏园 || 44平米 || 1400元/月
天津雅颂居 || 187平米 || 12000元/月
滨河新苑 || 76.44平米 || 2600元/月
融科金月湾 || 84平米 || 3000元/月
雪莲东里 || 72.42平米 || 2200元/月
嘉华里 || 23.76平米 || 1500元/月
兴泰西里 || 65平米 || 2600元/月
健强里 || 54.81平米 || 1900元/月
康桥里 || 73.34平米 || 1800元/月
贻信康庭 || 180平米 || 3000元/月
紫罗园 || 96平米 || 2400元/月
宝德里 || 23.23平米 || 1700元/月
秀丽园 || 95.96平米 || 950元/月
新园里 || 47.25平米 || 1700元/月
荣迁里 || 52平米 || 2400元/月
万科双子座 || 86.55平米 || 5500元/月
德邻里 || 34平米 || 1300元/月
华育里 || 35平米 || 1800元/月
凌奥盛世公寓 || 66平米 || 2200元/月
